Date : 2021-07-08 15:14:41
Directory : d:\horizon
Total : 173 files,  49550 codes, 2028 comments, 2774 blanks, all 54352 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\horizon\admin\src\reusable\Accordion\Accordion.css                 | CSS              |         45 |          8 |          9 |         62 |
| d:\horizon\admin\src\reusable\Accordion\Accordion.jsx                 | JavaScript React |         38 |          2 |         11 |         51 |
| d:\horizon\admin\src\reusable\Accordion\Chevron.jsx                   | JavaScript React |         18 |          0 |          3 |         21 |
| d:\horizon\admin\src\reusable\index.js                                | JavaScript       |          3 |          0 |          1 |          4 |
| d:\horizon\admin\src\reusable\old_Accordion.js                        | JavaScript       |         53 |          0 |          2 |         55 |
| d:\horizon\admin\src\routes.js                                        | JavaScript       |         43 |          0 |         14 |         57 |
| d:\horizon\admin\src\scss\_custom.scss                                | SCSS             |          3 |          1 |          2 |          6 |
| d:\horizon\admin\src\scss\_fixes.scss                                 | SCSS             |         26 |         44 |         13 |         83 |
| d:\horizon\admin\src\scss\_variables.scss                             | SCSS             |          0 |          1 |          1 |          2 |
| d:\horizon\admin\src\scss\style.scss                                  | SCSS             |          4 |          4 |          4 |         12 |
| d:\horizon\admin\src\serviceWorker.js                                 | JavaScript       |         85 |         30 |         13 |        128 |
| d:\horizon\admin\src\setupTests.js                                    | JavaScript       |         13 |          0 |          3 |         16 |
| d:\horizon\admin\src\store.js                                         | JavaScript       |         14 |          0 |          3 |         17 |
| d:\horizon\admin\src\views\Gallery\Gallery.jsx                        | JavaScript React |         96 |          0 |         24 |        120 |
| d:\horizon\admin\src\views\Preview\Preview.js                         | JavaScript       |         25 |          1 |          8 |         34 |
| d:\horizon\admin\src\views\Preview\preview.css                        | CSS              |          0 |          0 |          1 |          1 |
| d:\horizon\admin\src\views\UploadImg\UploadImg.jsx                    | JavaScript React |        149 |          1 |         31 |        181 |
| d:\horizon\admin\src\views\charts\ChartBarSimple.js                   | JavaScript       |         65 |          2 |          9 |         76 |
| d:\horizon\admin\src\views\charts\ChartLineSimple.js                  | JavaScript       |        136 |          2 |         15 |        153 |
| d:\horizon\admin\src\views\charts\Charts.js                           | JavaScript       |        205 |          0 |          9 |        214 |
| d:\horizon\admin\src\views\charts\MainChartExample.js                 | JavaScript       |         93 |          1 |          8 |        102 |
| d:\horizon\admin\src\views\dashboard\Dashboard.js                     | JavaScript       |        313 |          0 |         19 |        332 |
| d:\horizon\admin\src\views\mailing\MailingList.js                     | JavaScript       |         90 |          5 |         18 |        113 |
| d:\horizon\admin\src\views\pages\landing\About.jsx                    | JavaScript React |        170 |          2 |         33 |        205 |
| d:\horizon\admin\src\views\pages\landing\Hero.jsx                     | JavaScript React |        288 |          2 |         35 |        325 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns1.jsx             | JavaScript React |        215 |         14 |         32 |        261 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns1Card.jsx         | JavaScript React |         99 |          8 |         13 |        120 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns2.jsx             | JavaScript React |        318 |         13 |         44 |        375 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns3.jsx             | JavaScript React |        254 |          8 |         39 |        301 |
| d:\horizon\admin\src\views\pages\landing\LensInfo1.jsx                | JavaScript React |        248 |          2 |         26 |        276 |
| d:\horizon\admin\src\views\pages\landing\LensInfo2.jsx                | JavaScript React |        322 |         13 |         54 |        389 |
| d:\horizon\admin\src\views\pages\landing\News.jsx                     | JavaScript React |        237 |          4 |         42 |        283 |
| d:\horizon\admin\src\views\pages\landing\ProductionInfo.jsx           | JavaScript React |        254 |          8 |         38 |        300 |
| d:\horizon\admin\src\views\pages\landing\Screenshots.jsx              | JavaScript React |        134 |          2 |         15 |        151 |
| d:\horizon\admin\src\views\pages\landing\TechnicalInfo.jsx            | JavaScript React |        240 |          8 |         39 |        287 |
| d:\horizon\admin\src\views\pages\landing\WatchVideo.jsx               | JavaScript React |        194 |          3 |         32 |        229 |
| d:\horizon\admin\src\views\pages\landing\_demo_lensdesigns2.js        | JavaScript       |         13 |          0 |          1 |         14 |
| d:\horizon\admin\src\views\pages\login\Login.js                       | JavaScript       |         76 |          0 |          3 |         79 |
| d:\horizon\admin\src\views\pages\page404\Page404.js                   | JavaScript       |         42 |          0 |          3 |         45 |
| d:\horizon\admin\src\views\pages\page500\Page500.js                   | JavaScript       |         42 |          0 |          3 |         45 |
| d:\horizon\admin\src\views\pages\register\Register.js                 | JavaScript       |         78 |          0 |          3 |         81 |
| d:\horizon\admin\src\views\users\User.js                              | JavaScript       |         37 |          0 |          5 |         42 |
| d:\horizon\admin\src\views\users\Users.js                             | JavaScript       |         80 |          0 |          9 |         89 |
| d:\horizon\admin\src\views\users\UsersData.js                         | JavaScript       |         40 |          0 |         16 |         56 |
| d:\horizon\admin\src\views\widgets\Widgets.js                         | JavaScript       |        362 |          0 |          9 |        371 |
| d:\horizon\admin\src\views\widgets\WidgetsBrand.js                    | JavaScript       |        164 |          1 |         13 |        178 |
| d:\horizon\admin\src\views\widgets\WidgetsDropdown.js                 | JavaScript       |        140 |          1 |          6 |        147 |
| d:\horizon\admin\static.json                                          | JSON             |          5 |          3 |          0 |          8 |
| d:\horizon\package-lock.json                                          | JSON             |        702 |          0 |          1 |        703 |
| d:\horizon\package.json                                               | JSON             |         31 |          0 |          1 |         32 |
| d:\horizon\server\.eslintrc.json                                      | JSON             |         32 |          0 |          0 |         32 |
| d:\horizon\server\_data_sample\hero.data.js                           | JavaScript       |          0 |          0 |          1 |          1 |
| d:\horizon\server\_data_sample\ld1.data.js                            | JavaScript       |          0 |          0 |          1 |          1 |
| d:\horizon\server\_data_sample\ld2.data.js                            | JavaScript       |         16 |          0 |          0 |         16 |
| d:\horizon\server\_data_sample\li1.data.js                            | JavaScript       |          0 |          0 |          1 |          1 |
| d:\horizon\server\_data_sample\li2.data.js                            | JavaScript       |          0 |          0 |          1 |          1 |
| d:\horizon\server\_data_sample\news.data.js                           | JavaScript       |         28 |          0 |          0 |         28 |
| d:\horizon\server\app.js                                              | JavaScript       |         55 |         37 |          8 |        100 |
| d:\horizon\server\controllers\horizon.js                              | JavaScript       |        501 |        120 |        104 |        725 |
| d:\horizon\server\firebase\firebase.conf.js                           | JavaScript       |          0 |          0 |          1 |          1 |
| d:\horizon\server\models\About.js                                     | JavaScript       |         13 |          0 |          2 |         15 |
| d:\horizon\server\models\Blog.js                                      | JavaScript       |         33 |          1 |          2 |         36 |
| d:\horizon\server\models\Gallery.js                                   | JavaScript       |          9 |          0 |          2 |         11 |
| d:\horizon\server\models\Mail.js                                      | JavaScript       |          9 |          0 |          2 |         11 |
| d:\horizon\server\models\Products.js                                  | JavaScript       |         13 |          0 |          2 |         15 |
| d:\horizon\server\models\demo.js                                      | JavaScript       |         20 |          0 |          0 |         20 |
| d:\horizon\server\models\horizon.js                                   | JavaScript       |        283 |         67 |          7 |        357 |
| d:\horizon\server\package-lock.json                                   | JSON             |      5,620 |          0 |          1 |      5,621 |
| d:\horizon\server\package.json                                        | JSON             |         51 |          0 |          1 |         52 |
| d:\horizon\server\public\assets\coming-soon\css\style.css             | CSS              |        122 |         27 |         29 |        178 |
| d:\horizon\server\public\assets\css\_reusable\chrome_safari_anims.css | CSS              |         52 |          0 |         16 |         68 |
| d:\horizon\server\public\assets\css\about\about.css                   | CSS              |        330 |         22 |         76 |        428 |
| d:\horizon\server\public\assets\css\aos.css                           | CSS              |          1 |          1 |          0 |          2 |
| d:\horizon\server\public\assets\css\before_after.css                  | CSS              |        101 |          0 |         15 |        116 |
| d:\horizon\server\public\assets\css\bifocal.css                       | CSS              |        175 |          3 |         32 |        210 |
| d:\horizon\server\public\assets\css\blur_cards.css                    | CSS              |        177 |         14 |         46 |        237 |
| d:\horizon\server\public\assets\css\bootstrap.min.css                 | CSS              |          1 |          6 |          0 |          7 |
| d:\horizon\server\public\assets\css\color-1.css                       | CSS              |        100 |         18 |         14 |        132 |
| d:\horizon\server\public\assets\css\contact.css                       | CSS              |        260 |         15 |         58 |        333 |
| d:\horizon\server\public\assets\css\contactUtil.css                   | CSS              |      2,824 |         71 |         89 |      2,984 |
| d:\horizon\server\public\assets\css\fontawesome-all.min.css           | CSS              |          1 |          4 |          0 |          5 |
| d:\horizon\server\public\assets\css\lenses.css                        | CSS              |        320 |          5 |         65 |        390 |
| d:\horizon\server\public\assets\css\linearicons.css                   | CSS              |        526 |          1 |          4 |        531 |
| d:\horizon\server\public\assets\css\lity.min.css                      | CSS              |        195 |          3 |         21 |        219 |
| d:\horizon\server\public\assets\css\main.css                          | CSS              |      1,802 |        187 |        404 |      2,393 |
| d:\horizon\server\public\assets\css\mlod.css                          | CSS              |         32 |          1 |          3 |         36 |
| d:\horizon\server\public\assets\css\nav\nav.css                       | CSS              |        137 |          2 |         18 |        157 |
| d:\horizon\server\public\assets\css\nav\nav.html                      | HTML             |         11 |          1 |          0 |         12 |
| d:\horizon\server\public\assets\css\nav\old.nav.html                  | HTML             |         32 |          1 |          1 |         34 |
| d:\horizon\server\public\assets\css\news.css                          | CSS              |        285 |          1 |         50 |        336 |
| d:\horizon\server\public\assets\css\product_stock_lenses.css          | CSS              |        144 |          4 |         28 |        176 |
| d:\horizon\server\public\assets\css\single-vision.css                 | CSS              |        496 |          2 |         76 |        574 |
| d:\horizon\server\public\assets\css\slick-theme.css                   | CSS              |        170 |          4 |         31 |        205 |
| d:\horizon\server\public\assets\css\slick.css                         | CSS              |         87 |          1 |         27 |        115 |
| d:\horizon\server\public\assets\css\testimonials.css                  | CSS              |        216 |          1 |         38 |        255 |
| d:\horizon\server\public\assets\css\timeline.css                      | CSS              |        235 |          0 |         37 |        272 |
| d:\horizon\server\public\assets\img\circle.svg                        | XML              |          8 |          1 |          2 |         11 |
| d:\horizon\server\public\assets\js\about\about.js                     | JavaScript       |         45 |         10 |         14 |         69 |
| d:\horizon\server\public\assets\js\aos.js                             | JavaScript       |          1 |          1 |          0 |          2 |
| d:\horizon\server\public\assets\js\before_after.js                    | JavaScript       |          5 |          2 |          1 |          8 |
| d:\horizon\server\public\assets\js\bifocal.js                         | JavaScript       |          4 |          0 |          2 |          6 |
| d:\horizon\server\public\assets\js\bootstrap.min.js                   | JavaScript       |          1 |          6 |          0 |          7 |
| d:\horizon\server\public\assets\js\contact.js                         | JavaScript       |         38 |          2 |         14 |         54 |
| d:\horizon\server\public\assets\js\jquery-3.3.1.min.js                | JavaScript       |          1 |          1 |          1 |          3 |
| d:\horizon\server\public\assets\js\jquery.counterup.js                | JavaScript       |          1 |          0 |          0 |          1 |
| d:\horizon\server\public\assets\js\lity.min.js                        | JavaScript       |          1 |          3 |          0 |          4 |
| d:\horizon\server\public\assets\js\main.js                            | JavaScript       |        191 |         25 |         22 |        238 |
| d:\horizon\server\public\assets\js\mlod.js                            | JavaScript       |          4 |          0 |          1 |          5 |
| d:\horizon\server\public\assets\js\news.js                            | JavaScript       |         12 |          2 |          1 |         15 |
| d:\horizon\server\public\assets\js\popper.min.js                      | JavaScript       |          1 |          4 |          1 |          6 |
| d:\horizon\server\public\assets\js\product_stock_lenses.js            | JavaScript       |          5 |          1 |          0 |          6 |
| d:\horizon\server\public\assets\js\single-vision.js                   | JavaScript       |         47 |          0 |          6 |         53 |
| d:\horizon\server\public\assets\js\slick.min.js                       | JavaScript       |          1 |          2 |          2 |          5 |
| d:\horizon\server\public\assets\js\testimonials.js                    | JavaScript       |         12 |          0 |          0 |         12 |
| d:\horizon\server\public\assets\js\timeline.js                        | JavaScript       |         18 |          0 |          0 |         18 |
| d:\horizon\server\public\assets\js\waypoints.min.js                   | JavaScript       |          1 |          6 |          0 |          7 |
| d:\horizon\server\routes\horizon.js                                   | JavaScript       |         40 |         27 |         24 |         91 |
| d:\horizon\server\schema\schema.js                                    | JavaScript       |         38 |          2 |          7 |         47 |
| d:\horizon\server\server-only.js                                      | JavaScript       |         36 |          5 |          6 |         47 |
| d:\horizon\server\test-eslint.js                                      | JavaScript       |          8 |          0 |          5 |         13 |
| d:\horizon\server\views\about.ejs                                     | HTML             |         62 |          6 |          4 |         72 |
| d:\horizon\server\views\blog.ejs                                      | HTML             |         92 |         18 |          9 |        119 |
| d:\horizon\server\views\blogs.ejs                                     | HTML             |         32 |          2 |          4 |         38 |
| d:\horizon\server\views\brand.ejs                                     | HTML             |        138 |         36 |         10 |        184 |
| d:\horizon\server\views\coming-soon\index.ejs                         | HTML             |         43 |          7 |         15 |         65 |
| d:\horizon\server\views\demo.ejs                                      | HTML             |      1,334 |        142 |         25 |      1,501 |
| d:\horizon\server\views\free_form.ejs                                 | HTML             |         71 |         18 |          8 |         97 |
| d:\horizon\server\views\index.ejs                                     | HTML             |        994 |        116 |         36 |      1,146 |
| d:\horizon\server\views\news-single-test.ejs                          | HTML             |        481 |         47 |         33 |        561 |
| d:\horizon\server\views\news-single.html                              | HTML             |        455 |         59 |         30 |        544 |
| d:\horizon\server\views\news-with-sidebar-one-col-test.ejs            | HTML             |        454 |         59 |         31 |        544 |
| d:\horizon\server\views\news-with-sidebar-one-col.html                | HTML             |        454 |         59 |         31 |        544 |
| d:\horizon\server\views\news-with-sidebar-test.ejs                    | HTML             |        454 |         60 |         32 |        546 |
| d:\horizon\server\views\news-with-sidebar.html                        | HTML             |        454 |         60 |         32 |        546 |
| d:\horizon\server\views\news-without-sidebar-test.ejs                 | HTML             |        365 |         58 |         28 |        451 |
| d:\horizon\server\views\news-without-sidebar.html                     | HTML             |        365 |         58 |         28 |        451 |
| d:\horizon\server\views\partials\about_end.ejs                        | HTML             |         15 |         15 |          9 |         39 |
| d:\horizon\server\views\partials\about_head.ejs                       | HTML             |         20 |         13 |          8 |         41 |
| d:\horizon\server\views\partials\footer.ejs                           | HTML             |        116 |          2 |          2 |        120 |
| d:\horizon\server\views\partials\home_end.ejs                         | HTML             |         22 |         15 |         10 |         47 |
| d:\horizon\server\views\partials\home_head.ejs                        | HTML             |         40 |         21 |         13 |         74 |
| d:\horizon\server\views\partials\nav.ejs                              | HTML             |         62 |         15 |          2 |         79 |
| d:\horizon\server\views\partials\new_end.ejs                          | HTML             |         18 |         15 |          9 |         42 |
| d:\horizon\server\views\partials\new_head.ejs                         | HTML             |         46 |         20 |         15 |         81 |
| d:\horizon\server\views\partials\news_head.ejs                        | HTML             |        117 |         20 |         28 |        165 |
| d:\horizon\server\views\partials\product_end.ejs                      | HTML             |          0 |          0 |          1 |          1 |
| d:\horizon\server\views\partials\product_head.ejs                     | HTML             |         49 |         21 |         15 |         85 |
| d:\horizon\server\views\partials\temp.ejs                             | HTML             |         63 |          6 |          0 |         69 |
| d:\horizon\server\views\product_stock_lenses.ejs                      | HTML             |        103 |         20 |         12 |        135 |
| Total                                                                 |                  |     49,550 |      2,028 |      2,774 |     54,352 |
+-----------------------------------------------------------------------+------------------+------------+------------+------------+------------+
